Name,Location,category,Cuisine_offered,cost_for_two,is_vegeterian,is_bar_available,offers_dining,avg_din_rate
TeaQuila - A Fashion Cafe,Malviya Nagar,"CAFÉ, Casual Dining ","Continental, Italian, Fast Food, Cafe",800,yes,no,yes,3.6
Teasty Thali,Pratap Nagar,Quick Bites ,North Indian,150,no,no,yes,3.6
Tempties - The Food Blog,Chitrakoot,Quick Bites ,"Fast Food, Chinese, Beverages",300,yes,no,yes,3.3
Ten Twisters,C Scheme,Casual Dining ,"North Indian, Continental, Chinese, Asian","1,800",no,no,yes,4.0
Terminal - 1 Cafe,Sanganer,CAFÉ ,"Cafe, Fast Food, Beverages",400,yes,no,yes,3.5
TFC - The Fusion Cafe,Mansarovar,CAFÉ ,"Cafe, South Indian, Chinese",400,yes,no,yes,4.1
TGIB : The Grand Indian Buffet,Vaishali Nagar,Casual Dining ,"North Indian, Italian, Chinese, Mexican, Fast Food","1,000",yes,no,yes,4.1
Thadi,Raja Park,Quick Bites ,"Fast Food, Chinese, Street Food, Sandwich, Beverages",650,yes,no,yes,3.8
Thali and More,C Scheme,Casual Dining ,"North Indian, South Indian, Chinese, Fast Food","1,100",yes,no,yes,4.6
Thali House,Sindhi Camp,Casual Dining ,"North Indian, Rajasthani, South Indian",500,yes,no,yes,3.8
The Bakery - Holiday Inn Jaipur,Bais Godam,Bakery ,"Bakery, Desserts",500,no,no,yes,3.7
The Barbeque Company,Malviya Nagar,Casual Dining ,"North Indian, Chinese, BBQ","1,200",no,no,yes,4.5
The Basil Pizzeria & Restaurant,Vaishali Nagar,Casual Dining ,"Italian, Beverages",700,yes,no,yes,3.2
The Bawarchi,Shastri Nagar,Quick Bites ,"North Indian, Chinese, Italian",500,yes,no,yes,3.0
The Belgian Waffle Co.,C Scheme,Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,4.4
The Belgian Waffle Co.,Vaishali Nagar,Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,4.4
The Belgian Waffle Co.,Mansarovar,Dessert Parlor ,"Desserts, Beverages, Fast Food",300,yes,no,yes,3.8
The Black Sugar Cafe,Sodala,Quick Bites ,"Fast Food, North Indian, Burger, Pizza, Italian, Chinese, Desserts, Beverages",200,yes,no,yes,3.8
The Brewberry Cafe,Raja Park,CAFÉ ,"Cafe, Fast Food, Italian, Desserts, Beverages",650,no,no,yes,3.8
The Browns Bite Cafe Bakers,Malviya Nagar,Quick Bites ,"Fast Food, Chinese, Pizza, Beverages",500,yes,no,yes,3.7
The Bunny's Kitchen,Malviya Nagar,Quick Bites ,"North Indian, Chinese, Fast Food",300,no,no,yes,3.3
The Burger & Mocktail House,Shyam Nagar,Quick Bites ,"Burger, Beverages",300,no,no,yes,2.8
The Burning Train Cafe And Restaurant,Jagatpura,Quick Bites ,"Fast Food, North Indian",250,no,no,yes,2.6
The CaveLand Restaurant,Sitapur,Casual Dining ,"North Indian, Rajasthani, Chinese, Fast Food",800,yes,no,yes,3.3
The Celebration Day,Mansarovar,"Beverage Shop, Quick Bites ","Beverages, Fast Food",300,yes,no,yes,3.8
The Chawla Express,Sodala,Quick Bites ,"North Indian, Chinese",400,no,no,yes,3.2
The Chicken Corner,Pratap Nagar,Quick Bites ,"North Indian, Chinese",500,no,no,yes,3.4
The Clock 24,Jhotwara,Quick Bites ,"Chinese, Fast Food",250,no,no,yes,3.3
The Coffee Hub,Malviya Nagar,"Beverage Shop, Quick Bites ","Beverages, Fast Food",500,yes,no,yes,3.8
The Coffee Tree,Durgapura,Quick Bites ,"Fast Food, Bakery, Beverages",500,yes,no,yes,3.6
The Corner Cafe and Lounge,Jagatpura,Quick Bites ,"North Indian, Chinese",800,yes,no,yes,2.8
The Crust,Vidhyadhar Nagar,"Bakery, Quick Bites ","Bakery, Fast Food",300,yes,no,yes,3.7
The Crust,Malviya Nagar,"Bakery, Quick Bites ","Bakery, Fast Food",300,yes,no,yes,3.4
The Desi Tadka Dhaba,Mansarovar,Dhaba ,North Indian,400,yes,no,yes,2.9
The Dining Out Restaurant and Cafe,Pratap Nagar,Dhaba ,North Indian,150,yes,no,yes,3.4
The Doors,MI Road,Quick Bites ,"North Indian, South Indian, Chinese, Beverages",400,yes,no,yes,3.9
The Drink House,Shyam Nagar,Beverage Shop ,"Juices, Beverages",300,no,no,yes,3.5
The Durga's Restaurant,Vidhyadhar Nagar,Quick Bites ,"North Indian, Mughlai",400,no,no,yes,3.4
The Eggcelent,Shyam Nagar,Quick Bites ,Chinese,200,no,no,yes,2.7
The Feast,C Scheme,"CAFÉ, Bakery ","Cafe, Bakery, Italian",650,yes,no,yes,4.0
The Feast,Malviya Nagar,Quick Bites ,"Fast Food, Bakery, Desserts",500,yes,no,yes,3.9
The Firangi Chicken,C Scheme,Quick Bites ,"North Indian, Fast Food, Chinese",600,no,no,yes,3.7
The Food 4 U,Khatipura Road,Casual Dining ,"Rajasthani, North Indian, Chinese",600,no,no,yes,3.3
The Food Barn,Jawahar Nagar,Quick Bites ,"North Indian, Chinese, Mughlai",600,no,no,yes,4.0
The Foodtown Cafe And Restaurant,Lal Kothi,CAFÉ ,"Cafe, Chinese, North Indian, Fast Food, Beverages",500,no,no,yes,3.6
The Gravy Company By White Kitchens,Lal Kothi,Quick Bites ,North Indian,600,no,no,yes,3.7
The Greasy Spoon,Adarsh Nagar,Casual Dining ,"North Indian, Italian, Chinese",600,yes,no,yes,3.6
The Hub,Gopalpura,CAFÉ ,"Cafe, Fast Food, Chinese, North Indian",600,yes,no,yes,3.7
The I'm Vadapav,Malviya Nagar,Quick Bites ,"Fast Food, Street Food, Beverages",300,yes,no,yes,2.8
The Italian Oven,Tonk Phatak,Quick Bites ,"Pizza, Fast Food, Ice Cream, Beverages",450,yes,no,yes,3.3
The Jaipur Canteen,Jagatpura,Quick Bites ,"North Indian, South Indian, Fast Food, Chinese, Beverages",500,no,no,yes,2.8
The Juice Park,Sikar Road,Quick Bites ,"Fast Food, Beverages",300,no,no,yes,3.3
The Juice Shop,C Scheme,"Beverage Shop, Quick Bites ","Juices, Beverages, Healthy Food, Chinese, Fast Food",400,no,no,yes,4.1
The Kathi Rolls Adda,Pratap Nagar,Quick Bites ,Rolls,200,no,no,yes,3.5
The Kook,Sikar Road,Casual Dining ,"North Indian, Chinese, Continental, Mexican",800,no,no,yes,3.9
The Kulcha Cafe,Mansarovar,Quick Bites ,North Indian,200,yes,no,yes,4.0
The Kulcha Factory,Raja Park,Quick Bites ,"Chinese, Fast Food, North Indian, Beverages",500,yes,no,yes,3.4
The Light House Cafe,Jhotwara,Casual Dining ,"Fast Food, Italian, Chinese, North Indian",600,yes,no,yes,3.5
The Litchi,Mansarovar,Casual Dining ,North Indian,700,yes,no,yes,2.7
The Little Hut Food Corner,Malviya Nagar,Quick Bites ,North Indian,300,yes,no,yes,3.2
The London Shakes & Cafe,Raja Park,"Beverage Shop, Quick Bites ","Beverages, Fast Food",600,yes,no,yes,3.5
The London Shakes & Cafe,Sikar Road,"Beverage Shop, Quick Bites ","Beverages, Fast Food",450,yes,no,yes,3.8
The Lost Recipes,Mansarovar,Casual Dining ,North Indian,800,no,no,yes,2.9
The Messy Door,Shastri Nagar,"Casual Dining, CAFÉ ","Fast Food, Pizza, Italian, Chinese, Desserts, Beverages",600,yes,no,yes,4.2
The Momoz Hub,Jawahar Nagar,Quick Bites ,"Chinese, Momos",400,no,no,yes,3.5
The Munchery,Pink City,Quick Bites ,"North Indian, Chinese, Fast Food",900,no,no,yes,2.9
The My Village Veg And Non Veg Restro,Mansarovar,Quick Bites ,North Indian,400,no,no,yes,3.7
The Nightout,Jagatpura,Quick Bites ,"North Indian, South Indian, Fast Food",600,no,no,yes,3.5
The Paan Cafe,Durgapura,Dessert Parlor ,"Desserts, Fast Food",250,yes,no,yes,3.5
The PentHouse,Malviya Nagar,CAFÉ ,"Cafe, North Indian, South Indian, Chinese",500,yes,no,yes,3.8
The Peppers,Malviya Nagar,Quick Bites ,"Fast Food, Chinese, North Indian",300,yes,no,yes,3.9
The Pizza House,Pratap Nagar,Quick Bites ,"Pizza, Fast Food, Chinese, Beverages",350,yes,no,yes,3.5
The Pizza Hub Unlimited,Gopalpura,Quick Bites ,"Pizza, Fast Food, Street Food",300,yes,no,yes,3.6
The Pizza Junction,Shyam Nagar,Quick Bites ,"Pizza, Beverages",350,no,no,yes,3.2
The Pizza Seven,Pratap Nagar,Quick Bites ,"Pizza, Fast Food, Beverages",400,no,no,yes,3.2
The Pizza Square,Pink City,Quick Bites ,"Pizza, Fast Food",300,yes,no,yes,4.1
The Pizza Station,Jhotwara,Quick Bites ,"Pizza, Fast Food",300,yes,no,yes,3.7
The Pizza Unlimited,Pink City,Quick Bites ,"Pizza, Fast Food, Italian",350,yes,no,yes,3.8
The Pizza Unlimited,Vidhyadhar Nagar,Quick Bites ,"Pizza, Fast Food",350,yes,no,yes,3.9
The Pizza Unlimited,Sikar Road,Quick Bites ,"Pizza, Fast Food, Italian",350,yes,no,yes,3.6
The Pizza Unlimited,Sanganer,Quick Bites ,"Pizza, Fast Food, Italian",350,yes,no,yes,3.5
The Pizzaa 99,Pratap Nagar,Quick Bites ,"Fast Food, Pizza, Italian, Beverages",250,no,no,yes,2.9
The Royal,Shyam Nagar,Quick Bites ,North Indian,500,no,no,yes,3.8
The Rustic Spot Cafe,Mansarovar,CAFÉ ,"Cafe, North Indian, Italian",750,yes,no,yes,4.3
The Sandwich Store,Ajmer Highway,Quick Bites ,"Sandwich, Fast Food",300,no,no,yes,3.7
The Sandwich Store,Sitapur,Quick Bites ,"Sandwich, Fast Food",300,yes,no,yes,3.4
The Second Innings,Mansarovar,Casual Dining ,"North Indian, Chinese, Fast Food",600,yes,no,yes,3.5
The Socialite Express,C Scheme,Quick Bites ,"North Indian, Fast Food, Chinese, Beverages",450,yes,no,yes,3.8
The Spicy Affair,Vaishali Nagar,Quick Bites ,"Fast Food, Beverages",300,yes,no,yes,3.2
The Taste Of Gujarat,Mansarovar,Quick Bites ,"Fast Food, Gujarati",150,yes,no,yes,3.6
The Tea Cafe,Malviya Nagar,Casual Dining ,"Tea, Fast Food, Chinese, Momos, Italian, Burger",600,no,no,yes,3.7
The TownHouse,MI Road,Casual Dining ,"North Indian, Italian, Mexican, Chinese, Lebanese, Mughlai","1,400",no,no,yes,3.8
The Urban House Cafe,Mansarovar,CAFÉ ,"Cafe, Fast Food, Italian, Chinese",550,yes,no,yes,3.5
The Warehouse Cafe,Bapu Nagar,"CAFÉ, Casual Dining ","Cafe, Italian, Chinese, North Indian, Continental",900,no,no,yes,4.0
The Wrap 'N' Roll Street,Raja Park,Quick Bites ,"Rolls, Fast Food",200,no,no,yes,3.9
The Yellow Chilli,Malviya Nagar,Casual Dining ,North Indian,"1,300",no,yes,yes,3.8
The Yellow House - The Robot Restaurant,C Scheme,Casual Dining ,"North Indian, Chinese, Italian, Mexican",700,yes,no,yes,4.2
Theka Coffee Da,Vaishali Nagar,CAFÉ ,Cafe,400,yes,no,yes,4.1
Thikana Cafe,Vidhyadhar Nagar,CAFÉ ,Cafe,500,yes,no,yes,3.6
Tiger RJ 18,Mansarovar,Quick Bites ,"North Indian, Mughlai",400,no,no,yes,3.3
Tiger's Cafe,Vidhyadhar Nagar,Quick Bites ,"Fast Food, Beverages",400,yes,no,yes,3.5
Tikkad,Sikar Road,Casual Dining ,"North Indian, Rajasthani",600,yes,no,yes,4.1
Tikkad,Sodala,Casual Dining ,"North Indian, Rajasthani",600,yes,no,yes,3.8
Tip N Top,Shastri Nagar,Quick Bites ,Fast Food,100,no,no,yes,3.5
Tipsy Family Restaurant,Shastri Nagar,Quick Bites ,"North Indian, Fast Food",550,yes,no,yes,4.2
Tipsy Restaurant,Vidhyadhar Nagar,Quick Bites ,"North Indian, Fast Food",550,yes,no,yes,3.7
Tirupati Balaji Madras Cafe,Shyam Nagar,Food Truck ,"South Indian, Street Food, Chinese, Italian",250,yes,no,yes,3.8
Tirupati Dosa,Vaishali Nagar,Quick Bites ,"Fast Food, South Indian, Sandwich, Rolls",400,yes,no,yes,2.9
Tiwari Food Zone Dhaba Restaurant,Jagatpura,Quick Bites ,North Indian,150,no,no,yes,3.8
Top 'N Town Ice Cream,Raja Park,Dessert Parlor ,"Ice Cream, Beverages",200,no,no,yes,3.5
Topaz Restaurant - FineDine & Skydeck,MI Road,Casual Dining ,"North Indian, Chinese, Pizza, Beverages",900,yes,no,yes,4.4
TOT On The Street,Gopalpura,Casual Dining ,"North Indian, Chinese, Fast Food",600,yes,no,yes,3.1
Tpoint Zaika,Jhotwara,Quick Bites ,"Fast Food, Chinese",400,yes,no,yes,3.2
Treatsz,Mansarovar,Quick Bites ,Fast Food,150,yes,no,yes,2.8
Tripti Fast Food Corner,Mansarovar,Quick Bites ,"Chinese, Fast Food",450,no,no,yes,3.6
Tuk Tuk,Chitrakoot,Quick Bites ,"North Indian, South Indian, Chinese, Continental",500,yes,no,yes,3.9
Tummy Recharge,Malviya Nagar,Quick Bites ,"North Indian, Fast Food, Street Food, Chinese, Beverages",400,yes,no,yes,3.8
Tummy Talks,Jhotwara,Casual Dining ,"North Indian, South Indian, Chinese",500,yes,no,yes,2.7
Tummy Yummy Cafe,Pink City,CAFÉ ,"Cafe, Fast Food",200,yes,no,yes,3.9
TVG - The Vegetarian Grill,Malviya Nagar,Casual Dining ,"North Indian, Chinese, Italian, Mexican",700,yes,no,yes,4.2
Umbrella Restaurant And Cafe,Pratap Nagar,Quick Bites ,"Chinese, North Indian",350,no,no,yes,2.5
Uncle G,Mansarovar,Food Court ,"South Indian, Fast Food",300,yes,no,yes,3.0
Uncle John's Pizza,Mansarovar,Quick Bites ,"Pizza, Italian",500,yes,no,yes,3.6
Uncle Mess Restaurant,Malviya Nagar,Mess ,"North Indian, Fast Food",300,no,no,yes,3.9
Unique Cafe,Jagatpura,Quick Bites ,Fast Food,250,no,no,yes,2.9
Unique Caterers,Malviya Nagar,Casual Dining ,"South Indian, North Indian, Fast Food, Chinese, Street Food, Beverages",600,yes,no,yes,3.6
Urban Beatz,Malviya Nagar,Casual Dining ,"North Indian, Chinese, Fast Food, South Indian",800,no,no,yes,4.0
Urban Choolah,C Scheme,Quick Bites ,"Chinese, North Indian",450,yes,no,yes,3.9
Utsav Veg Restaurant,Chitrakoot,Casual Dining ,"North Indian, South Indian, Chinese",500,yes,no,yes,3.2
V2 Fine Dining Restaurant,C Scheme,Casual Dining ,"North Indian, South Indian, Fast Food, Chinese","1,000",yes,no,yes,3.9
V69 cafe,Malviya Nagar,CAFÉ ,Cafe,450,yes,no,yes,3.2
Vaango!,Malviya Nagar,Food Court ,South Indian,400,yes,no,yes,3.5
Vadapav Mistri,Vaishali Nagar,Quick Bites ,"Street Food, Fast Food",200,yes,no,yes,3.5
Vaishnava Pavitra Bhojnalaya,MI Road,Bhojanalya ,North Indian,350,yes,no,yes,3.6
Valai Ilai,Malviya Nagar,Quick Bites ,"North Indian, South Indian, Fast Food, Chinese, Beverages",300,yes,no,yes,3.9
Vandey's,Malviya Nagar,Quick Bites ,"Fast Food, Chinese, Beverages",300,yes,no,yes,3.0
Vandey's Sip & Bite,Malviya Nagar,Quick Bites ,"Fast Food, North Indian, Chinese",400,no,no,yes,2.7
Veg Masala House,Jagatpura,Casual Dining ,"North Indian, Fast Food, South Indian, Beverages",800,yes,no,yes,3.5
Veg Planet,Khatipura Road,Quick Bites ,"Chinese, North Indian, South Indian, Street Food",250,yes,no,yes,3.1
VegArt,MI Road,Casual Dining ,"North Indian, South Indian, Chinese, Fast Food",600,yes,no,yes,3.7
Vegetarian By Choice !,Malviya Nagar,Food Court ,"North Indian, South Indian, Street Food, Chinese",700,yes,no,yes,2.7
Venus Continental Restaurant,Pink City,Casual Dining ,"North Indian, Chinese",600,yes,no,yes,2.6
Vij's Barbeque,Bais Godam,Quick Bites ,"North Indian, Fast Food, BBQ",600,no,no,yes,3.5
Vimal Vilas,Sanganer,Quick Bites ,"Chinese, North Indian, Continental",500,yes,no,yes,4.1
Vinay Pavitra Bhojnalaya And Nasta Center,Brahmpuri,Bhojanalya ,North Indian,250,no,no,yes,3.9
Vinegar,Bais Godam,"Food Court, Quick Bites ","Fast Food, Italian, Continental",450,yes,no,yes,2.4
W.O.B - World Of Burgers,Malviya Nagar,Quick Bites ,"Burger, Fast Food, Beverages",400,no,no,yes,3.9
WAFL CAFÉ,Vaishali Nagar,"CAFÉ, Dessert Parlor ","Cafe, Desserts",400,yes,no,yes,3.9
Walker's Stop Cafe House,Malviya Nagar,CAFÉ ,"Cafe, American, Italian, Mexican, Fast Food, North Indian",550,yes,no,yes,4.0
Walle-Walle Chicken,Vaishali Nagar,Quick Bites ,"North Indian, Chinese",450,no,no,yes,3.7
Wat-a-Patty!,Gopalpura,Quick Bites ,Fast Food,350,yes,no,yes,3.3
Welcome Hotel,Hasanpura,Quick Bites ,"North Indian, Biryani",500,no,no,yes,3.0
What The Taste Food n Roll,Vaishali Nagar,Quick Bites ,"North Indian, Fast Food, Chinese, South Indian, Beverages",400,yes,no,yes,3.6
Wood Fired Pizza,Raja Park,Quick Bites ,"Pizza, Fast Food",500,yes,no,yes,3.6
Wrapstick,Raja Park,Quick Bites ,Fast Food,350,no,no,yes,3.5
XXX Spice,Vaishali Nagar,Quick Bites ,"North Indian, Chinese, Fast Food, Desserts, Beverages",500,yes,no,yes,4.0
Yadav Dhaba,Sodala,Dhaba ,North Indian,300,yes,no,yes,3.5
Yangse,Bais Godam,Food Court ,Chinese,400,no,no,yes,3.4
Yes 99 Cafe,Lal Kothi,Quick Bites ,"North Indian, South Indian, Fast Food",400,yes,no,yes,3.9
Yess Boss Juice And Cafe,Jagatpura,Quick Bites ,"Juices, Fast Food, Beverages",300,no,yes,yes,2.8
Yo! China,Malviya Nagar,"Food Court, Quick Bites ","Chinese, Momos",700,no,no,yes,3.1
Younglifes Cafe,Vidhyadhar Nagar,Quick Bites ,"Fast Food, Pizza",400,yes,no,yes,3.6
Yummy Chef Kabab Corner,Pratap Nagar,Quick Bites ,North Indian,450,no,no,yes,2.7
Yummy Treat,Vaishali Nagar,Quick Bites ,"Fast Food, Chinese, Beverages",400,yes,no,yes,3.4
Yumzee Cafe,Pratap Nagar,Quick Bites ,"Fast Food, Chinese, Pizza, Beverages",400,yes,no,yes,4.0
Zaika,Bani Park,Casual Dining ,"North Indian, Chinese, American, Continental, South Indian",900,no,yes,yes,3.6
Zesto Real Arabian Taste,Amer Road,Casual Dining ,"Arabian, Turkish, North Indian",500,no,no,yes,3.6
Zolocrust,Malviya Nagar,CAFÉ ,"Cafe, Italian, Beverages, Asian","1,700",no,no,yes,4.9
Zoya,Malviya Nagar,Lounge ,"Cafe, North Indian, Chinese, Italian, Mexican, Lebanese","1,200",yes,no,yes,4.5
